,선수,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR+,생일
6295,박현영98쌍C,46,135,122,7,26,2,0,1,31,10,2,0,8,1,1,22,7,3,1,,,,,,,-0.05,1968-08-30
6296,이병수99쌍,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,-0.05,1975-09-23
6297,윤여운15kC,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,-0.05,1990-02-22
6298,이태환93롯,4,6,6,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,,,,,,,-0.05,1974-03-09
6299,최승환04LC,7,5,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,-0.05,1978-02-25
6300,김홍기91태C,7,9,8,0,1,0,0,0,1,1,0,0,1,0,0,2,1,0,0,.125,.222,.125,.347,.186,1.1,-0.05,1968-10-03
6301,이용주01현,25,28,26,6,6,1,0,0,7,1,0,0,2,0,0,4,0,0,0,.231,.286,.269,.555,.267,45.3,-0.05,1976-10-31
6302,유필선99롯,23,41,37,6,7,2,0,1,12,3,0,0,2,2,0,9,0,0,0,.189,.268,.324,.593,.270,50.5,-0.05,1970-09-06
6303,이인구13롯LF,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,.000,-129.8,-0.05,1980-11-07
6304,김인철06한RF,69,97,88,9,20,3,0,0,23,6,3,1,6,2,0,21,3,1,0,.227,.292,.261,.553,.267,63.7,-0.05,1971-07-14
6305,김인철02롯KRF,37,53,51,5,12,4,0,1,19,6,1,0,0,1,0,16,0,1,0,.235,.250,.373,.623,.269,58.6,-0.05,1971-07-14
6306,윤혁95쌍삼,5,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.200,.000,.200,.140,-18.5,-0.05,1967-05-22
6307,조상수00삼C,2,6,6,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,.167,.167,.167,.333,.155,-21.7,-0.05,1976-08-24
6308,윤재국00SLF,125,381,344,43,95,14,3,2,121,30,7,2,18,0,0,63,3,17,2,.276,.310,.352,.662,.289,65.5,-0.05,1975-05-05
6309,조재영99L,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-134.1,-0.05,1980-03-15
6310,고명성18KSS,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-130.7,-0.05,1999-04-16
6311,황목치승14LSS,37,51,46,11,14,0,1,0,16,3,2,2,1,0,0,9,1,4,0,.304,.319,.348,.667,.285,51.1,-0.05,1985-06-21
6312,한상훈05한2B,94,189,168,19,36,4,1,1,45,7,1,0,17,0,0,42,4,4,0,.214,.287,.268,.554,.262,52.8,-0.05,1980-06-03
6313,문우람12넥RF,25,71,65,4,15,4,0,0,19,3,0,0,4,1,0,13,0,0,1,.231,.282,.292,.574,.275,65.7,-0.05,1992-03-08
6314,강동관16롯C,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-133.8,-0.05,1996-11-01
6315,조평호14N,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-134.8,-0.05,1985-08-07
6316,박노민14한,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-134.8,-0.05,1985-08-18
6317,이대수03S,10,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-141.9,-0.05,1981-08-21
6318,김용우04L,11,10,7,1,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,.000,.300,.000,.300,.224,19.4,-0.05,1979-09-12
6319,강구성13NLF,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-133.7,-0.05,1993-06-09
6320,강명구03삼,9,3,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-131.2,-0.05,1980-10-25
6321,오현근10두RF,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-129.9,-0.05,1985-09-12
6322,이일의03L,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-142.9,-0.05,1971-11-30
6323,장성국97삼C,7,8,8,0,1,1,0,0,2,0,0,0,0,0,0,3,0,0,0,.125,.125,.250,.375,.163,-7.4,-0.05,1974-03-30
6324,김용국86삼3B,108,314,278,20,60,10,2,0,74,31,6,3,20,0,0,30,10,7,9,.216,.261,.266,.527,.246,50.7,-0.05,1962-06-21
6325,장주덕92L,8,8,7,0,1,0,0,0,1,1,0,0,1,0,0,3,0,0,0,.143,.250,.143,.393,.209,11.0,-0.05,1972-01-05
6326,장영균99삼,9,8,4,2,0,0,0,0,0,0,0,0,3,0,1,2,0,1,0,.000,.429,.000,.429,.207,10.5,-0.05,1976-05-20
6327,임도현13LRF,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-136.6,-0.05,1985-09-06
6328,홍현우05K3B,25,64,59,6,13,3,0,1,19,1,0,0,3,0,0,16,0,2,0,.220,.258,.322,.580,.260,50.1,-0.05,1972-09-28
6329,강혁07SDH,10,11,7,1,0,0,0,0,0,0,0,0,4,0,0,2,1,0,0,.000,.364,.000,.364,.262,50.4,-0.05,1974-08-25
6330,김정한96L,11,5,5,2,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,.200,.200,.200,.400,.188,6.9,-0.05,1976-11-08
6331,문선엽14삼,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-134.8,-0.05,1991-07-31
6332,양현기88M,12,20,19,0,4,1,0,0,5,0,0,0,1,0,0,1,1,0,0,.211,.250,.263,.513,.245,42.3,-0.05,1966-11-20
6333,정상호18LC,70,128,112,11,25,4,0,1,32,9,0,1,8,5,0,35,3,3,0,.223,.304,.286,.590,.272,50.4,-0.05,1982-12-24
6334,김대헌96한,9,8,8,1,1,0,0,0,1,0,2,0,0,0,0,3,0,0,0,.125,.125,.125,.250,.118,-41.3,-0.05,1972-06-30
6335,조경환05SLF,19,35,34,4,7,0,0,2,13,4,0,0,0,1,0,12,0,0,0,.206,.229,.382,.611,.273,58.2,-0.05,1972-08-27
6336,이연수99쌍RF,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-130.8,-0.05,1963-03-03
6337,최용제16두C,4,11,9,0,2,0,0,0,2,1,0,0,1,0,0,2,1,1,0,.222,.300,.222,.522,.240,21.2,-0.05,1991-07-12
6338,고영민03두,32,13,13,2,3,0,0,0,3,0,1,0,0,0,0,3,0,0,0,.231,.231,.231,.462,.215,11.9,-0.05,1984-02-08
6339,정주현12L2B,18,25,23,5,4,0,0,0,4,1,4,1,2,0,0,9,0,0,0,.174,.240,.174,.414,.210,20.0,-0.05,1990-10-13
6340,김태룡92삼,4,5,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.000,.200,.000,.200,.151,-22.5,-0.05,1968-02-23
6341,김인철92O,10,8,7,3,1,0,0,0,1,0,2,1,1,0,0,1,1,0,0,.143,.250,.143,.393,.209,10.6,-0.05,1974-08-12
6342,김승관02삼2B,12,12,11,1,2,0,0,0,2,0,0,0,0,1,0,4,0,0,0,.182,.250,.182,.432,.214,21.6,-0.05,1976-03-05
6343,황성관98삼,14,17,16,2,3,1,0,0,4,2,0,0,1,0,0,4,0,0,0,.188,.235,.250,.485,.226,34.5,-0.05,1974-01-15
6344,전현태15K,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-132.4,-0.05,1986-07-09
6345,강영수94OLF,66,193,169,16,36,6,0,4,54,19,1,1,18,1,2,37,8,2,3,.213,.288,.320,.608,.279,71.0,-0.05,1965-02-10
6346,최동수13L1B,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-136.6,-0.05,1971-09-11
6347,정학원95쌍,6,6,6,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,.167,.167,.167,.333,.156,-9.1,-0.05,1968-08-03
6348,이성곤17두LF,4,5,5,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,.200,.200,.200,.400,.185,-8.7,-0.05,1992-03-25
6349,이성근86삼C,9,17,17,2,3,1,0,0,4,2,0,0,0,0,0,3,0,0,0,.176,.177,.235,.412,.194,12.3,-0.05,1962-06-23
6350,김용달83M3B,48,93,83,7,18,2,0,1,23,8,1,2,6,1,0,13,1,3,0,.217,.278,.277,.555,.258,55.7,-0.05,1956-05-10
6351,문재성98롯,10,5,4,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,.000,.200,.000,.200,.141,-25.4,-0.05,1974-07-06
6352,전종진92삼,8,9,9,0,2,0,0,0,2,0,0,0,0,0,0,3,1,0,0,.222,.222,.222,.444,.210,16.0,-0.05,1972-08-06
6353,조성우14SDH,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-134.8,-0.05,1988-02-08
6354,김병철95태,18,30,29,4,7,2,0,0,9,2,0,2,1,0,0,4,1,0,0,.241,.267,.310,.577,.267,68.3,-0.05,1972-04-01
6355,최영술93O,7,7,7,0,1,0,0,0,1,0,1,0,0,0,0,3,1,0,0,.143,.143,.143,.286,.136,-34.0,-0.05,1972-10-28
6356,신본기17롯SS,128,381,325,49,77,11,0,5,103,47,5,2,25,13,1,76,8,13,5,.237,.313,.317,.629,.282,55.5,-0.05,1989-03-21
6357,김성윤18삼CF,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-130.7,-0.05,1999-02-02
6358,리오스07롯3B,38,142,134,12,31,7,0,2,44,17,0,1,4,1,0,18,3,0,3,.231,.254,.328,.582,.269,55.6,-0.05,1972-10-13
6359,보이03롯,7,23,21,0,4,2,0,0,6,0,0,0,2,0,0,11,0,0,0,.190,.261,.286,.547,.256,42.1,-0.05,1966-04-16
6360,유태준94쌍,5,6,6,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,.167,.167,.167,.333,.157,-13.4,-0.05,1975-01-22
6361,양종민10롯SS,7,10,9,0,1,1,0,0,2,3,0,0,1,0,0,3,0,0,0,.111,.200,.222,.422,.203,8.1,-0.05,1990-10-09
6362,이우성17두,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-132.7,-0.05,1994-07-17
6363,장광호01현C,27,15,13,1,2,0,0,0,2,0,0,0,2,0,0,1,1,0,0,.154,.267,.154,.421,.224,16.6,-0.05,1967-04-14
6364,오중석96한,4,6,5,0,1,0,0,0,1,1,0,0,0,0,0,2,0,1,0,.200,.200,.200,.400,.157,-13.5,-0.05,1973-08-05
6365,이호신12KLF,27,12,10,3,1,0,1,0,3,2,1,0,1,0,0,4,0,0,1,.100,.167,.300,.467,.202,13.2,-0.05,1984-05-19
6366,강민국15N2B,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-132.4,-0.05,1992-01-10
6367,신현철13넥3B,6,11,9,2,1,0,0,0,1,0,0,0,2,0,0,3,1,0,0,.111,.273,.111,.384,.221,18.2,-0.05,1987-11-02
6368,손차훈95태2B,4,10,10,1,2,0,0,0,2,0,0,0,0,0,0,3,0,0,0,.200,.200,.200,.400,.187,12.0,-0.05,1970-08-11
6369,황진수15롯,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-132.4,-0.05,1989-02-15
6370,채기영15한RF,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-132.4,-0.05,1995-09-01
6371,조호85O,19,6,6,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,.167,.167,.167,.333,.158,-16.8,-0.05,1957-09-22
6372,이태환94롯,13,17,15,1,2,0,0,1,5,1,0,0,1,0,0,7,1,1,0,.133,.188,.333,.521,.223,34.7,-0.05,1974-03-09
6373,김창혁18한C,6,10,10,1,2,1,0,0,3,0,0,0,0,0,0,3,0,0,0,.200,.200,.300,.500,.216,12.5,-0.05,1991-05-17
6374,이종환17한,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-132.7,-0.05,1986-05-08
6375,박으뜸13NCF,40,31,27,6,5,1,0,0,6,2,1,0,3,1,1,8,0,0,0,.185,.290,.222,.513,.246,34.6,-0.05,1990-06-14
6376,박정환05삼2B,26,44,38,5,7,1,0,1,11,7,1,0,4,0,0,15,2,1,1,.184,.256,.289,.545,.249,42.9,-0.05,1977-10-23
6377,전성철95해,12,9,8,3,1,0,0,0,1,0,0,0,1,0,0,4,0,0,0,.125,.222,.125,.347,.182,9.9,-0.05,1969-09-07
6378,이종열91L2B,24,22,21,2,5,0,0,0,5,1,1,1,1,0,0,2,2,0,0,.238,.273,.238,.511,.249,43.7,-0.05,1973-01-28
6379,윤성훈92태,3,5,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.200,.000,.200,.145,-28.5,-0.05,1966-06-04
6380,박종호08삼2B,33,94,82,8,19,2,0,0,21,5,0,1,9,0,0,12,2,2,1,.232,.304,.256,.560,.271,56.5,-0.05,1973-07-27
6381,양후승85삼,48,55,47,13,8,3,0,0,11,0,0,0,6,1,0,16,0,1,0,.170,.278,.234,.512,.251,49.2,-0.05,1961-09-11
6382,이연수88태,11,39,36,5,8,0,1,0,10,2,0,0,2,0,0,4,2,1,0,.222,.263,.278,.541,.250,47.1,-0.05,1963-03-03
6383,유태완90빙,13,6,6,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,.167,.167,.167,.333,.160,-13.4,-0.05,1965-09-28
6384,남기헌01삼,6,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.000,.200,.000,.200,.153,-27.6,-0.05,1977-08-01
6385,강명구04삼CF,15,11,11,2,3,0,0,0,3,1,0,1,0,0,0,3,0,0,0,.273,.273,.273,.546,.258,44.7,-0.05,1980-10-25
6386,장시윤18L3B,8,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-130.7,-0.05,1993-09-23
6387,박석민05삼,52,92,81,7,16,3,1,0,21,4,1,0,7,3,0,13,3,0,1,.198,.283,.259,.542,.263,52.2,-0.05,1985-06-22
6388,박종윤10롯1B,110,322,307,32,79,17,2,8,124,51,5,4,10,2,0,49,12,1,2,.257,.284,.404,.687,.308,77.6,-0.05,1982-04-11
6389,황수현15KRF,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-132.4,-0.05,1991-08-31
6390,길랑균94O,8,6,6,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,.167,.167,.167,.333,.157,-16.7,-0.05,1968-10-14
6391,신명철11삼2B,117,382,331,38,69,11,2,2,90,39,13,10,38,3,0,68,10,8,2,.208,.294,.272,.566,.271,56.9,-0.05,1978-08-06
6392,길홍규96쌍,59,95,84,8,14,3,0,2,23,8,1,0,10,0,0,14,7,0,1,.167,.253,.274,.526,.251,53.6,-0.05,1965-03-31
6393,유해덕86빙,41,37,33,6,6,1,0,0,7,0,2,2,4,0,0,5,0,0,0,.182,.270,.212,.482,.243,49.0,-0.05,1962-06-21
6394,오세학01두C,8,6,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.167,.167,.167,.333,.157,-31.2,-0.05,1979-09-09
6395,백용환13KC,26,58,52,4,9,4,0,0,13,3,0,0,6,0,0,16,3,0,0,.173,.259,.250,.509,.250,37.0,-0.05,1989-03-20
6396,오태근07LRF,68,63,55,9,14,2,0,0,16,1,5,5,6,0,0,15,0,2,0,.255,.328,.291,.619,.292,72.9,-0.05,1978-04-05
6397,강지광17넥RF,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-132.7,-0.05,1990-10-23
6398,고기성97한,8,6,6,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,.167,.167,.167,.333,.156,-15.3,-0.05,1970-06-27
6399,황동채14롯LF,12,5,5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,.200,.200,.200,.400,.188,-8.8,-0.06,1983-07-04
6400,유민상15두DH,15,45,38,5,10,1,0,1,14,6,1,0,5,1,0,9,1,0,1,.263,.356,.368,.724,.336,95.9,-0.06,1989-04-13
6401,조범현86OC,41,71,65,8,11,1,1,1,17,6,3,1,3,0,0,6,0,2,0,.169,.206,.262,.467,.214,24.1,-0.06,1960-10-01
6402,채상병11삼C,63,124,109,11,21,1,1,3,33,9,1,1,7,1,0,20,4,5,2,.193,.244,.303,.546,.245,39.2,-0.06,1979-12-18
6403,장영균01삼,35,34,31,4,7,3,0,0,10,3,0,0,1,1,0,12,1,0,1,.226,.265,.323,.587,.269,47.7,-0.06,1976-05-20
6404,이명기08SRF,6,13,12,2,3,0,0,0,3,2,0,1,1,0,0,2,0,0,0,.250,.308,.250,.558,.276,59.4,-0.06,1987-12-26
6405,전형도97O,75,44,34,20,6,3,0,0,9,2,8,4,6,0,0,4,1,4,0,.176,.300,.265,.565,.249,47.3,-0.06,1971-10-30
6406,허도환11넥C,79,191,166,13,37,6,1,0,45,15,2,2,11,2,0,43,6,9,3,.223,.275,.271,.546,.250,41.8,-0.06,1984-07-31
6407,최재훈16두C,22,22,18,1,3,1,0,0,4,4,0,0,2,1,0,2,1,0,1,.167,.273,.222,.495,.247,27.2,-0.06,1989-08-27
6408,김석환18K1B,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-130.7,-0.06,1999-02-28
6409,나성용15LDH,40,79,73,7,20,2,0,3,31,9,0,0,4,2,0,29,2,0,0,.274,.329,.425,.754,.339,99.7,-0.06,1988-01-05
6410,김호01두SS,26,65,58,7,12,2,1,0,16,4,0,0,6,0,0,11,1,0,1,.207,.277,.276,.553,.263,41.0,-0.06,1967-05-03
6411,송형석88태,6,6,6,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,.167,.167,.167,.333,.158,-16.0,-0.06,1965-01-28
6412,김동엽18SLF,124,446,421,58,106,15,0,27,202,76,11,2,17,4,0,108,13,1,3,.252,.285,.480,.765,.321,77.8,-0.06,1990-07-24
6413,김영복05삼C,23,41,37,3,7,1,0,1,11,4,0,0,2,0,0,7,0,1,1,.189,.225,.297,.522,.232,31.3,-0.06,1985-02-17
6414,정진식95한C,11,7,7,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,.143,.143,.143,.286,.134,-25.6,-0.06,1971-11-15
6415,오장훈14두1B,1,5,5,0,1,0,0,0,1,0,0,0,0,0,0,3,1,0,0,.200,.200,.200,.400,.188,-13.9,-0.06,1984-05-19
6416,박경진01롯C,50,66,55,6,10,0,0,0,10,6,0,0,10,0,0,15,1,0,1,.182,.303,.182,.485,.255,36.9,-0.06,1976-03-22
6417,송원국01두,36,86,81,10,19,2,0,3,30,15,2,0,3,0,0,14,4,0,2,.235,.256,.370,.626,.278,51.1,-0.06,1979-10-26
6418,장진범87해,18,20,20,1,5,1,0,0,6,3,0,1,0,0,0,3,0,0,0,.250,.250,.300,.550,.260,51.5,-0.06,1959-01-02
6419,강영수96현LF,45,86,72,4,12,3,0,1,18,6,0,0,13,1,1,18,1,0,0,.167,.302,.250,.552,.269,66.4,-0.06,1965-02-10
6420,박병호09L1B,68,213,188,28,41,7,0,9,75,25,2,1,20,4,1,70,3,0,1,.218,.305,.399,.704,.315,75.8,-0.06,1986-07-10
6421,황동채15롯RF,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-132.4,-0.06,1983-07-04
6422,백인호99해LF,27,28,25,2,6,0,0,0,6,4,0,0,3,0,0,7,0,0,0,.240,.321,.240,.561,.276,55.1,-0.06,1963-05-19
6423,조규철97롯,40,56,54,7,12,0,0,1,15,4,3,1,2,0,0,15,2,0,0,.222,.250,.278,.528,.246,47.2,-0.06,1969-03-15
6424,김준호11한,9,6,6,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,.167,.167,.167,.333,.159,-18.8,-0.06,1984-03-03
6425,최훈락11K1B,35,54,49,9,11,4,0,0,15,2,0,0,3,2,0,12,3,0,0,.224,.296,.306,.602,.291,69.8,-0.06,1982-05-12
6426,김태균06S3B,116,261,219,21,49,7,1,1,61,14,1,2,20,3,0,54,3,17,2,.224,.295,.279,.574,.259,55.6,-0.06,1971-08-19
6427,고지행05한2B,25,69,65,5,15,0,0,2,21,8,0,0,1,1,0,18,1,2,0,.231,.254,.323,.577,.258,50.6,-0.06,1978-05-03
6428,김혜성17넥SS,16,17,16,1,3,2,0,0,5,2,0,0,1,0,0,6,0,0,0,.188,.235,.313,.548,.246,28.4,-0.06,1999-01-27
6429,최만호98현CF,38,96,88,10,17,6,0,3,32,6,0,1,3,2,0,18,3,3,0,.193,.237,.364,.600,.259,55.4,-0.06,1974-03-04
6430,김기환99해,4,9,9,0,2,0,0,0,2,0,0,0,0,0,0,3,0,0,0,.222,.222,.222,.444,.205,9.3,-0.06,1976-12-07
6431,김정민97LC,7,18,18,0,4,0,0,0,4,0,0,0,0,0,0,3,0,0,0,.222,.222,.222,.444,.207,17.0,-0.06,1970-03-15
6432,서정민92태,5,6,6,3,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,.167,.167,.167,.333,.157,-20.6,-0.06,1969-10-10
6433,박희찬88롯C,6,9,7,1,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,.000,.222,.000,.222,.163,-12.6,-0.06,1963-05-01
6434,정주현10L2B,8,11,9,0,2,0,0,0,2,2,1,1,1,0,0,4,0,0,1,.222,.273,.222,.495,.238,30.3,-0.06,1990-10-13
6435,윤요섭08S,7,6,6,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,.167,.167,.167,.333,.159,-21.9,-0.06,1982-03-30
6436,김만수17kC,10,6,6,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,.167,.167,.167,.333,.155,-30.7,-0.06,1996-04-18
6437,최기문05롯C,94,209,177,15,34,7,1,0,43,10,3,1,13,9,0,29,5,9,1,.192,.280,.243,.523,.246,38.9,-0.06,1973-06-10
6438,백성진92태,7,8,6,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,.000,.250,.000,.250,.189,0.9,-0.06,1968-04-09
6439,김진수98롯C,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,.000,.000,.000,.000,.000,-122.5,-0.06,1979-04-19
6440,조윤준14LC,5,9,7,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,.143,.250,.143,.393,.187,-11.1,-0.06,1989-08-30
6441,차영석89롯C,15,15,11,0,0,0,0,0,0,1,0,0,4,0,0,2,0,0,0,.000,.267,.000,.267,.194,9.7,-0.06,1964-10-06
6442,박영태84롯RF,69,176,157,19,39,6,0,0,45,10,3,3,12,1,0,25,3,5,1,.248,.304,.287,.591,.276,68.2,-0.06,1959-08-25
6443,이우성16두DH,2,5,5,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,.200,.200,.200,.400,.189,-13.1,-0.06,1994-07-17
6444,박정환84삼C,12,15,15,0,3,0,0,0,3,1,0,0,0,0,0,4,0,0,0,.200,.200,.200,.400,.189,7.6,-0.06,1957-05-25
6445,박상국91롯1B,31,43,36,2,7,3,0,0,10,8,0,0,6,0,0,9,2,0,1,.194,.302,.278,.580,.282,68.7,-0.06,1960-09-06
6446,민병헌06두LF,80,64,61,20,12,0,1,0,14,4,17,3,2,0,0,16,1,0,1,.197,.219,.230,.448,.212,22.0,-0.06,1987-03-10
6447,안대환92O,109,173,155,24,37,6,4,3,60,20,7,6,7,0,0,22,4,10,1,.239,.270,.387,.657,.278,59.2,-0.06,1962-09-14
6448,함석원96ORF,10,10,9,0,1,1,0,0,2,0,0,0,0,1,0,3,0,0,0,.111,.200,.222,.422,.207,20.0,-0.06,1975-07-17
6449,이영재92삼C,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-122.5,-0.06,1968-09-02
6450,김민수18삼C,8,6,6,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,.167,.167,.167,.333,.153,-27.9,-0.06,1991-03-02
6451,손승현05삼C,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-126.9,-0.06,1982-07-08
6452,이용주02현,23,22,20,5,3,0,0,1,6,2,0,0,2,0,0,4,1,0,0,.150,.227,.300,.527,.238,37.4,-0.06,1976-10-31
6453,김동건02S,10,6,6,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,.167,.167,.167,.333,.153,-23.5,-0.06,1982-03-07
6454,전종화87롯C,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-132.4,-0.06,1965-08-10
6455,정인교86롯C,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-137.6,-0.06,1957-12-23
6456,김태완89해,50,40,35,10,7,3,0,0,10,5,4,4,4,0,0,4,1,0,1,.200,.275,.286,.561,.272,60.9,-0.06,1966-08-20
6457,김원근95한,8,10,10,0,2,0,0,0,2,0,0,0,0,0,0,4,1,0,0,.200,.200,.200,.400,.187,11.8,-0.06,1968-04-07
6458,성의준16삼3B,24,23,20,2,3,0,0,1,6,2,0,0,2,1,0,4,0,0,0,.150,.261,.300,.561,.263,36.8,-0.06,1989-12-17
6459,김진수08두C,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-130.2,-0.06,1979-04-19
6460,조평호16NDH,3,7,6,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,.167,.286,.167,.452,.242,24.4,-0.06,1985-08-07
6461,정경배06S2B,84,237,205,19,43,10,0,3,62,21,0,5,18,3,0,32,5,8,3,.210,.280,.302,.582,.268,61.8,-0.06,1974-02-20
6462,김명구85O,12,9,8,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,.125,.222,.125,.347,.185,1.8,-0.06,1961-05-15
6463,강대호98롯,12,16,15,1,3,0,0,0,3,1,0,0,0,1,0,6,0,0,0,.200,.250,.200,.450,.219,28.7,-0.06,1974-08-15
6464,이범호00한3B,69,86,74,11,12,7,0,1,22,3,1,0,10,1,0,21,2,0,1,.162,.267,.297,.565,.263,48.9,-0.06,1981-11-25
6465,김정태87빙1B,3,5,4,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,.000,.200,.000,.200,.144,-25.8,-0.06,1957-01-01
6466,조홍석15롯,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-132.4,-0.06,1990-02-23
6467,최익성95삼,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-114.5,-0.06,1972-02-11
6468,권영진12SSS,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-128.5,-0.06,1984-11-18
